neighbourhood,price
Bromley,49
Camden,162
Wandsworth,139
Islington,58
Westminster,274
Waltham Forest,57
Lambeth,128
Enfield,225
Kensington and Chelsea,560
Hackney,117
Lewisham,146
Wandsworth,120
Tower Hamlets,60
Lambeth,49
Tower Hamlets,45
Tower Hamlets,46
Tower Hamlets,42
Kingston upon Thames,187
Westminster,136
Greenwich,446
Lambeth,35
Kensington and Chelsea,106
Hackney,161
Westminster,155
Hackney,212
Hackney,211
Haringey,112
Southwark,77
Lewisham,38
Tower Hamlets,106
Hackney,73
Tower Hamlets,211
Greenwich,785
Islington,76
Greenwich,340
Islington,185
Wandsworth,137
Havering,58
Barking and Dagenham,171
Kensington and Chelsea,149
Tower Hamlets,91
Tower Hamlets,103
Tower Hamlets,44
Ealing,98
Wandsworth,140
Wandsworth,41
Westminster,132
Greenwich,505
Newham,172
Hackney,277
Hackney,55
Camden,105
Hackney,47
Ealing,121
Camden,185
Westminster,144
Camden,46
Sutton,42
Wandsworth,314
Camden,254
Merton,136
Bromley,86
Westminster,58
Hammersmith and Fulham,75
Greenwich,44
Westminster,160
Southwark,64
Westminster,277
Haringey,86
Southwark,99
Haringey,180
Hounslow,35
Newham,68
Camden,88
Lambeth,62
Camden,163
Croydon,159
Kensington and Chelsea,99
Camden,42
Camden,46
Westminster,37
Westminster,118
Wandsworth,213
Wandsworth,105
Islington,241
Islington,137
Wandsworth,112
Brent,72
Waltham Forest,112
Newham,162
Haringey,94
Westminster,129
Richmond upon Thames,415
Croydon,27
Brent,145
Haringey,63
Camden,74
Hammersmith and Fulham,167
Camden,206
Southwark,209
Westminster,41
Southwark,126
Wandsworth,42
Westminster,244
Lambeth,35
Kingston upon Thames,90
Haringey,147
Greenwich,37
Hammersmith and Fulham,118
Redbridge,40
Lambeth,107
Islington,36
Tower Hamlets,44
Wandsworth,70
Waltham Forest,89
Barnet,114
Hackney,265
Greenwich,216
Camden,65
Brent,146
Islington,78
Southwark,94
Hackney,45
Hammersmith and Fulham,350
Lambeth,84
Lambeth,90
Southwark,92
Hammersmith and Fulham,440
Southwark,120
Tower Hamlets,111
Kensington and Chelsea,97
Westminster,102
Westminster,347
Westminster,328
Camden,165
Bromley,323
Lewisham,113
Westminster,283
Westminster,97
Hackney,117
Newham,161
Wandsworth,103
Wandsworth,187
Islington,163
Waltham Forest,106
Barnet,122
Hammersmith and Fulham,171
Camden,270
Kensington and Chelsea,118
Hackney,235
City of London,298
Harrow,72
Hackney,91
Westminster,765
Kensington and Chelsea,643
Lambeth,90
Ealing,315
Westminster,276
Haringey,83
Kensington and Chelsea,75
Hammersmith and Fulham,100
Westminster,224
Kensington and Chelsea,75
Hackney,72
Hammersmith and Fulham,135
Lambeth,98
Tower Hamlets,42
Camden,275
Camden,263
Redbridge,139
Barking and Dagenham,63
Hammersmith and Fulham,165
Hammersmith and Fulham,188
Westminster,905
Hounslow,179
Hammersmith and Fulham,157
Brent,67
Kensington and Chelsea,236
City of London,149
Islington,212
Southwark,58
Southwark,123
Kensington and Chelsea,240
Richmond upon Thames,273
City of London,150
Westminster,46
Lambeth,203
Kensington and Chelsea,369
Kensington and Chelsea,324
Wandsworth,241
Barnet,44
Hillingdon,60
Hillingdon,70
Westminster,203
Kensington and Chelsea,182
Hammersmith and Fulham,782
Kensington and Chelsea,227
Kensington and Chelsea,297
Barnet,103
Brent,228
Westminster,253
Tower Hamlets,86
Westminster,170
Kensington and Chelsea,116
Lambeth,143
Hammersmith and Fulham,815
Kensington and Chelsea,431
Kensington and Chelsea,102
Westminster,172
Islington,161
City of London,342
Lewisham,49
Kensington and Chelsea,456
Hounslow,36
Tower Hamlets,57
Kensington and Chelsea,180
Bromley,71
Wandsworth,39
Westminster,168
Wandsworth,118
Hammersmith and Fulham,279
Wandsworth,320
Westminster,140
Hammersmith and Fulham,250
Kensington and Chelsea,216
Brent,200
Bexley,143
Kensington and Chelsea,200
Hammersmith and Fulham,252
Westminster,351
Tower Hamlets,89
Kingston upon Thames,428
Westminster,3710
Wandsworth,108
Kensington and Chelsea,125
Greenwich,71
Kingston upon Thames,184
Wandsworth,148
Enfield,174
Havering,69
Hammersmith and Fulham,127
Hammersmith and Fulham,140
Wandsworth,114
Westminster,110
Wandsworth,114
Merton,105
Tower Hamlets,166
Tower Hamlets,54
Westminster,148
Haringey,62
Camden,258
Camden,207
Westminster,234
Haringey,54
Hackney,95
Haringey,62
Lambeth,80
Haringey,63
Haringey,105
Camden,250
Camden,89
Westminster,48
Hackney,139
Hammersmith and Fulham,222
Westminster,269
Hammersmith and Fulham,388
Kensington and Chelsea,272
Lambeth,73
Kensington and Chelsea,218
Southwark,337
Westminster,81
Haringey,90
Islington,80
Islington,182
Lewisham,101
Bromley,45
Croydon,80
Haringey,103
Enfield,73
Lambeth,47
Camden,179
Southwark,219
Lambeth,192
Wandsworth,261
Hammersmith and Fulham,168
Islington,65
Croydon,39
Brent,106
Islington,54
Hillingdon,57
Merton,91
Westminster,149
Islington,173
Southwark,241
Barnet,111
Southwark,126
Islington,45
Islington,52
Tower Hamlets,133
Islington,58
Tower Hamlets,172
Kensington and Chelsea,986
Hammersmith and Fulham,179
Barnet,163
Lambeth,337
Westminster,249
Croydon,106
Hillingdon,57
Westminster,110
Hillingdon,89
Haringey,54
Camden,295
Lewisham,54
Lambeth,239
Kensington and Chelsea,96
Tower Hamlets,97
Westminster,175
Kensington and Chelsea,143
Sutton,206
Lambeth,148
Croydon,102
Haringey,159
Hammersmith and Fulham,68
Hammersmith and Fulham,81
Barnet,135
Hillingdon,166
Brent,60
Hammersmith and Fulham,55
Brent,53
Southwark,246
Hammersmith and Fulham,202
Westminster,336
Hammersmith and Fulham,123
Kensington and Chelsea,1039
Richmond upon Thames,48
Wandsworth,103
Barnet,137
Waltham Forest,102
Westminster,402
Tower Hamlets,127
Brent,163
Kensington and Chelsea,174
Hounslow,118
Enfield,95
Brent,124
Tower Hamlets,47
Enfield,79
Enfield,77
Wandsworth,199
Enfield,87
Kensington and Chelsea,143
Tower Hamlets,63
Enfield,77
Westminster,68
Barnet,203
Hammersmith and Fulham,81
Barnet,131
Ealing,45
Camden,80
Brent,255
Tower Hamlets,100
Tower Hamlets,284
Kensington and Chelsea,114
Kensington and Chelsea,212
Kensington and Chelsea,162
Wandsworth,165
Westminster,228
Tower Hamlets,43
Lewisham,182
Redbridge,123
Camden,452
Wandsworth,37
Richmond upon Thames,69
Haringey,60
Tower Hamlets,78
Tower Hamlets,90
Tower Hamlets,140
Ealing,121
Kensington and Chelsea,92
Ealing,36
Tower Hamlets,99
Lewisham,187
Bexley,166
Southwark,60
Tower Hamlets,86
Southwark,59
Southwark,59
Hammersmith and Fulham,179
Hounslow,46
Richmond upon Thames,318
Ealing,43
Barnet,52
Barnet,55
Ealing,179
Barnet,58
Hammersmith and Fulham,312
Merton,96
Hackney,51
Lewisham,84
Hackney,62
Westminster,98
Hammersmith and Fulham,332
Greenwich,38
Westminster,136
Islington,265
Kensington and Chelsea,168
Camden,49
Greenwich,72
Southwark,162
Westminster,296
Sutton,80
Southwark,203
Camden,219
Wandsworth,80
Brent,168
Westminster,86
Haringey,81
Haringey,92
Barking and Dagenham,34
Kensington and Chelsea,255
Greenwich,372
Camden,75
Croydon,23
Hammersmith and Fulham,60
Newham,102
Southwark,138
Tower Hamlets,1822
Haringey,96
Barnet,192
Tower Hamlets,240
Hammersmith and Fulham,213
Ealing,107
Southwark,92
Wandsworth,206
Westminster,184
Barking and Dagenham,114
Lambeth,135
Camden,118
Camden,138
Camden,371
Wandsworth,175
Lambeth,225
Westminster,200
Brent,47
Southwark,278
Havering,53
Ealing,97
Croydon,55
Croydon,60
Hammersmith and Fulham,128
Westminster,900
Kensington and Chelsea,177
Westminster,110
Brent,101
Kensington and Chelsea,118
Greenwich,30
Camden,203
Camden,226
Hackney,207
Hillingdon,177
Barnet,53
Westminster,102
Tower Hamlets,514
Hackney,95
Southwark,95
Westminster,105
Kingston upon Thames,46
Lambeth,214
Lambeth,172
Barking and Dagenham,52
Enfield,306
Westminster,92
Merton,53
Kensington and Chelsea,319
Westminster,92
Hillingdon,329
Camden,275
Camden,499
Wandsworth,50
Hackney,49
Wandsworth,280
Kensington and Chelsea,210
Brent,130
Ealing,72
Hounslow,46
Kensington and Chelsea,220
Ealing,93
Wandsworth,137
Croydon,125
Westminster,138
Wandsworth,112
Croydon,31
Camden,155
Lewisham,152
Newham,199
Southwark,83
Lambeth,733
Newham,197
Tower Hamlets,87
Westminster,400
Kensington and Chelsea,186
Islington,65
Hammersmith and Fulham,250
Croydon,200
Westminster,245
Hackney,72
Hackney,50
Ealing,139
Hackney,134
Lambeth,133
Tower Hamlets,98
Bexley,80
Redbridge,54
Camden,125
Southwark,119
Kingston upon Thames,114
Hackney,429
Camden,233
Tower Hamlets,37
Wandsworth,200
Hackney,81
Camden,76
Westminster,152
Hillingdon,92
Hackney,424
Hammersmith and Fulham,158
Hounslow,71
Westminster,200
Westminster,200
Westminster,200
Tower Hamlets,98
Westminster,200
Islington,70
Westminster,200
Islington,215
Hackney,86
Ealing,96
Kensington and Chelsea,234
Wandsworth,47
Wandsworth,240
Hammersmith and Fulham,175
Tower Hamlets,131
Hounslow,123
Hillingdon,61
Westminster,70
Southwark,182
Ealing,62
Hammersmith and Fulham,58
Southwark,9999
Hackney,148
Kensington and Chelsea,167
Havering,53
Islington,147
Lambeth,205
Kensington and Chelsea,381
Wandsworth,384
Westminster,249
Greenwich,99
Barnet,118
Greenwich,120
Camden,121
Westminster,91
Greenwich,140
Kensington and Chelsea,229
Westminster,385
Kensington and Chelsea,180
Richmond upon Thames,176
Wandsworth,88
Westminster,266
Kensington and Chelsea,194
Tower Hamlets,225
Barking and Dagenham,31
Tower Hamlets,173
Westminster,83
Tower Hamlets,186
Kensington and Chelsea,193
Barking and Dagenham,179
Kensington and Chelsea,70
Wandsworth,83
Hammersmith and Fulham,187
Tower Hamlets,33
Tower Hamlets,69
Croydon,50
Croydon,42
Islington,100
Lewisham,272
Barking and Dagenham,52
Westminster,181
Westminster,177
Camden,84
Brent,118
Barnet,455
Harrow,435
Barnet,73
Westminster,233
Camden,51
Camden,357
Hackney,87
Westminster,155
Lambeth,114
Westminster,59
Haringey,138
Kensington and Chelsea,80
Hammersmith and Fulham,235
Croydon,110
Lambeth,230
Ealing,108
Redbridge,100
Merton,95
Camden,160
Richmond upon Thames,110
Westminster,107
Islington,114
Westminster,136
Richmond upon Thames,117
Wandsworth,300
Richmond upon Thames,208
Bexley,257
Westminster,1065
Westminster,296
Merton,222
Westminster,430
Camden,168
Southwark,241
Lewisham,45
Harrow,49
Barking and Dagenham,122
Lewisham,36
Merton,144
Croydon,110
Richmond upon Thames,67
Greenwich,139
Waltham Forest,130
Wandsworth,274
Tower Hamlets,181
Hackney,48
Haringey,84
Westminster,117
Haringey,79
Brent,131
Barnet,170
Barnet,56
Wandsworth,137
Southwark,105
Kensington and Chelsea,256
Westminster,220
Westminster,170
Kensington and Chelsea,160
Southwark,67
Waltham Forest,166
Brent,249
Tower Hamlets,82
Hounslow,138
Southwark,83
Hackney,93
Kensington and Chelsea,160
Southwark,90
Havering,72
Havering,185
Camden,126
Barking and Dagenham,135
Bromley,181
Kensington and Chelsea,185
Brent,575
Hammersmith and Fulham,213
Islington,101
Merton,146
Kensington and Chelsea,135
Westminster,171
Hammersmith and Fulham,131
Camden,89
Barnet,50
Kensington and Chelsea,463
Westminster,93
Camden,62
Waltham Forest,84
Haringey,58
Kingston upon Thames,700
Haringey,56
Westminster,181
Brent,51
Islington,159
Tower Hamlets,155
Havering,136
Ealing,138
Tower Hamlets,153
Newham,189
Lambeth,58
Harrow,120
Bexley,61
Newham,86
Tower Hamlets,54
Hammersmith and Fulham,102
Ealing,41
Hammersmith and Fulham,100
Waltham Forest,80
Islington,91
Newham,73
Westminster,263
Hounslow,89
Southwark,61
Southwark,61
Southwark,52
Wandsworth,235
Hackney,302
Southwark,80
Tower Hamlets,129
Haringey,254
Hammersmith and Fulham,121
Hammersmith and Fulham,121
Hammersmith and Fulham,109
Hammersmith and Fulham,120
Tower Hamlets,219
Wandsworth,215
Lewisham,197
Wandsworth,150
Wandsworth,175
Southwark,740
Greenwich,275
Islington,209
Newham,197
Greenwich,335
Southwark,138
Westminster,161
Westminster,117
Kingston upon Thames,56
Wandsworth,57
Havering,105
Kensington and Chelsea,89
Camden,245
Greenwich,126
Brent,281
Kensington and Chelsea,108
Newham,138
Kingston upon Thames,97
Richmond upon Thames,74
Westminster,96
Waltham Forest,219
Newham,138
Westminster,101
Hackney,256
Hackney,125
Croydon,65
Hackney,66
Greenwich,140
Hammersmith and Fulham,98
Brent,180
Sutton,43
Westminster,206
Hackney,141
Kensington and Chelsea,231
Merton,44
Merton,54
Merton,44
Merton,52
Lewisham,117
Hounslow,72
Hackney,170
Bexley,96
Newham,158
Hackney,119
Kensington and Chelsea,193
Westminster,163
Barking and Dagenham,147
Lambeth,81
Westminster,155
Tower Hamlets,46
Bromley,114
Lewisham,50
Lewisham,38
Southwark,560
Croydon,62
Bromley,31
Hackney,29
Newham,116
Barnet,127
Croydon,98
Kensington and Chelsea,331
Westminster,512
Tower Hamlets,110
Waltham Forest,48
Croydon,64
Wandsworth,48
Hammersmith and Fulham,62
Westminster,154
Kensington and Chelsea,70
Hackney,85
Newham,252
Greenwich,104
Kensington and Chelsea,230
Greenwich,88
Westminster,101
Hillingdon,138
Greenwich,64
Westminster,172
Hounslow,42
Wandsworth,173
Havering,68
Westminster,140
Barnet,67
Newham,55
Hackney,98
Croydon,66
Camden,44
Camden,132
Camden,40
Southwark,116
Barnet,104
Kensington and Chelsea,187
Kingston upon Thames,206
Ealing,116
Hackney,147
Bexley,184
Tower Hamlets,114
Southwark,314
Camden,199
Islington,135
Westminster,239
Westminster,255
Westminster,239
Greenwich,118
Camden,141
Wandsworth,135
Brent,271
Camden,141
Richmond upon Thames,121
Brent,78
Westminster,285
Wandsworth,131
Kensington and Chelsea,125
Wandsworth,131
Wandsworth,279
Barnet,135
Westminster,324
Wandsworth,254
Westminster,916
Westminster,250
Hackney,327
Hackney,89
Westminster,286
Tower Hamlets,298
Camden,94
Tower Hamlets,338
Barnet,132
Greenwich,125
Westminster,286
Tower Hamlets,160
Kensington and Chelsea,212
Westminster,316
Islington,202
Camden,92
Westminster,250
Westminster,400
Westminster,350
Bromley,91
Westminster,158
Hackney,65
Southwark,73
Westminster,188
Barnet,120
Kensington and Chelsea,246
Brent,371
Camden,258
Camden,300
Hounslow,46
Brent,130
Westminster,91
Kensington and Chelsea,173
Camden,179
Haringey,59
Croydon,85
Wandsworth,222
Wandsworth,9999
Croydon,85
Westminster,643
Hounslow,54
Camden,270
Westminster,146
Lambeth,54
Islington,353
Barnet,102
Kensington and Chelsea,66
Barking and Dagenham,57
Wandsworth,65
Lambeth,57
Kensington and Chelsea,203
Kensington and Chelsea,270
Islington,169
Hillingdon,53
Camden,127
Richmond upon Thames,149
Tower Hamlets,333
Lambeth,147
Westminster,105
Camden,127
Camden,78
Tower Hamlets,127
Wandsworth,52
Kensington and Chelsea,75
Lewisham,55
Wandsworth,52
Hammersmith and Fulham,245
Croydon,45
Camden,204
Waltham Forest,65
Southwark,65
Southwark,73
Southwark,64
Islington,109
Hounslow,114
Westminster,143
Westminster,126
Lambeth,146
Westminster,144
Waltham Forest,55
Barnet,103
Westminster,133
Westminster,125
Newham,83
Southwark,182
Camden,187
Hammersmith and Fulham,348
Ealing,205
Hackney,120
Tower Hamlets,54
Southwark,102
Greenwich,159
Kensington and Chelsea,259
Waltham Forest,47
Westminster,326
Greenwich,159
Kensington and Chelsea,100
Newham,36
Westminster,238
Ealing,48
Hackney,66
Westminster,231
Kensington and Chelsea,68
Tower Hamlets,80
Newham,33
Ealing,40
Ealing,40
Ealing,40
Lambeth,506
Bromley,259
Lambeth,572
Lambeth,445
Lambeth,505
Lambeth,399
Waltham Forest,217
Kensington and Chelsea,75
Lewisham,64
Hounslow,211
Croydon,173
Kensington and Chelsea,79
Newham,74
Wandsworth,322
Westminster,185
Southwark,165
Harrow,168
Wandsworth,123
Camden,151
Haringey,95
Harrow,96
Southwark,271
Greenwich,189
Redbridge,134
Barnet,132
Westminster,217
Southwark,114
Brent,315
Lambeth,46
Westminster,207
Lambeth,78
Lambeth,73
Hackney,80
Bromley,113
Tower Hamlets,144
Tower Hamlets,144
Lewisham,46
Lambeth,876
Westminster,205
Brent,104
Barnet,35
Ealing,205
Hounslow,160
Ealing,89
Newham,251
Hammersmith and Fulham,83
Islington,148
Southwark,300
Southwark,315
Camden,64
Hackney,270
Camden,202
Hillingdon,107
Hounslow,148
Hackney,127
Hounslow,89
Merton,191
Islington,51
Westminster,385
Wandsworth,48
Tower Hamlets,170
Islington,125
Islington,112
Newham,134
Newham,78
Newham,134
Greenwich,135
Tower Hamlets,77
Kensington and Chelsea,165
Kensington and Chelsea,105
Haringey,176
Kensington and Chelsea,232
Lambeth,171
Lambeth,783
Wandsworth,116
Hillingdon,69
Hounslow,227
Wandsworth,115
Bexley,259
Tower Hamlets,329
Hackney,215
Lambeth,705
Lambeth,783
Enfield,115
Westminster,108
Hackney,95
Ealing,40
Westminster,104
Westminster,52
Brent,291
Westminster,149
Southwark,127
Wandsworth,122
Harrow,25
Tower Hamlets,260
Brent,135
Croydon,66
Hackney,108
Hammersmith and Fulham,117
Hackney,46
Kensington and Chelsea,187
Kensington and Chelsea,123
Islington,141
Enfield,179
Lambeth,80
Kensington and Chelsea,207
Newham,176
Hackney,53
Southwark,608
Hackney,48
Tower Hamlets,184
Waltham Forest,107
Camden,82
Westminster,139
Camden,155
Lambeth,144
Hillingdon,150
Westminster,175
Tower Hamlets,326
Tower Hamlets,121
Camden,468
Hackney,109
Hounslow,124
Tower Hamlets,73
Ealing,40
Croydon,90
Ealing,61
Westminster,243
Hillingdon,46
Islington,274
Ealing,55
Westminster,863
Waltham Forest,104
Barking and Dagenham,173
Brent,230
Southwark,125
Brent,149
Tower Hamlets,83
Hammersmith and Fulham,131
Brent,409
Hammersmith and Fulham,136
Croydon,53
Westminster,62
Camden,47
Greenwich,64
Tower Hamlets,665
Bexley,80
Westminster,790
Lambeth,113
Newham,168
Westminster,259
Westminster,124
Waltham Forest,166
Lambeth,167
Newham,114
Westminster,302
Greenwich,114
Hackney,86
Southwark,108
Barking and Dagenham,98
Waltham Forest,111
Southwark,157
Westminster,1194
Southwark,150
Barnet,184
Hammersmith and Fulham,254
Ealing,126
Islington,120
Bexley,146
Hackney,351
Lewisham,228
Hackney,92
Ealing,343
Newham,163
Barking and Dagenham,223
Barnet,92
Camden,165
Croydon,63
Kensington and Chelsea,300
Hammersmith and Fulham,248
Barnet,212
Lambeth,372
Tower Hamlets,171
Kensington and Chelsea,283
Westminster,254
Camden,180
Tower Hamlets,49
Ealing,143
Hillingdon,192
Hackney,238
Wandsworth,310
Hounslow,240
Newham,219
Westminster,291
Greenwich,150
Kensington and Chelsea,338
Croydon,118
Bexley,217
Kensington and Chelsea,128
Tower Hamlets,96
Newham,85
Kensington and Chelsea,255
Kensington and Chelsea,267
Tower Hamlets,168
Camden,147
Tower Hamlets,172
Tower Hamlets,93
Islington,140
Hammersmith and Fulham,61
Westminster,101
Greenwich,27
Hillingdon,164
Wandsworth,273
Croydon,63
Hackney,150
Brent,20
Westminster,37
Havering,90
Wandsworth,290
Westminster,72
Kensington and Chelsea,164
Westminster,48
Newham,190
Westminster,50
Westminster,46
Westminster,109
Merton,120
Westminster,123
Sutton,50
Southwark,91
Brent,223
Tower Hamlets,82
Southwark,86
Croydon,43
Ealing,43
Tower Hamlets,160
Ealing,131
Richmond upon Thames,80
Lewisham,140
Wandsworth,82
Wandsworth,140
Lewisham,173
Redbridge,65
Lambeth,152
Westminster,392
Barnet,114
Tower Hamlets,62
Brent,39
Lewisham,148
Westminster,224
Westminster,181
Wandsworth,277
Kensington and Chelsea,285
Westminster,301
Westminster,295
Kensington and Chelsea,350
Kensington and Chelsea,199
Camden,247
Camden,163
Lewisham,59
City of London,220
Greenwich,58
Kensington and Chelsea,78
Tower Hamlets,125
Tower Hamlets,141
Lewisham,158
Camden,105
Westminster,53
Lambeth,58
Merton,201
Tower Hamlets,196
Barnet,219
Wandsworth,54
Southwark,132
Westminster,560
Redbridge,496
Bromley,79
Camden,253
Lambeth,61
Lambeth,58
Lambeth,50
Camden,135
Sutton,119
Merton,133
Hackney,136
Lewisham,121
Hackney,104
Tower Hamlets,57
Camden,194
Newham,84
Bromley,49
Kensington and Chelsea,177
Hillingdon,130
Hackney,375
Islington,54
Hounslow,32
Wandsworth,45
Westminster,144
Tower Hamlets,94
Redbridge,219
Ealing,101
Newham,129
Newham,174
Camden,71
Lambeth,63
Barnet,208
Lewisham,83
Barnet,69
Hounslow,118
Camden,147
Islington,165
Bromley,49
Westminster,134
Westminster,169
Tower Hamlets,67
Hackney,49
Barnet,119
Islington,305
Westminster,116
Lambeth,165
Newham,208
Lambeth,112
Islington,251
Camden,116
Hackney,232
Wandsworth,151
Westminster,140
Southwark,159
Southwark,159
